seller_id,total_items_sold,total_orders,product_revenue,freight_revenue,total_revenue,avg_item_price
53e4c6e0f4312d4d2107a8c9cddf45cd,522,473,30148.95,9887.24,40036.19,57.7566091954023
855668e0971d4dfd7bef1b6a4133b41b,327,312,32208.16,7797.2,40005.36,98.49590214067278
e9bc59e7b60fc3063eb2290deda4cced,269,216,34343.06,4688.5,39031.56,127.66936802973977
87142160b41353c4e5fca2360caf6f92,339,305,31095.98,7218.33,38314.31,91.72855457227139
0241d4d5d36f10f80c644447315af0bd,246,238,31397.7,6853.91,38251.61,127.6329268292683
59417c56835dd8e2e72f91f809cd4092,18,18,36459.0,1198.77,37657.77,2025.5
76d5af76d0271110f9af36c92573f765,159,131,33461.6,4079.96,37541.56,210.4503144654088
9c0e69c7bf2619675bbadf47b43f655a,206,157,33702.78,2900.18,36602.96,163.60572815533982
88460e8ebdecbfecb5f9601833981930,302,248,31546.55,4996.55,36543.1,104.45877483443708
70a12e78e608ac31179aea7f8422044b,328,315,30858.53,5606.91,36465.44,94.08088414634146
2528513dd95219a6013d4d05176e391a,167,161,32689.1,3749.65,36438.75,195.7431137724551
1554a68530182680ad5c8b042c3ab563,269,247,29052.53,6798.26,35850.79,108.00197026022305
7681ef142fd2c19048da7430856b5588,77,59,31941.81,2916.12,34857.93,414.8287012987013
70eea00b476a314817cefde4aad4f89a,114,108,31994.65,2769.52,34764.17,280.65482456140353
5c243662ce92d84573bfaff24c3e3700,100,98,32862.02,1775.64,34637.66,328.6202
001cca7ae9ae17fb1caed9dfb1094831,239,200,25080.03,8854.14,33934.17,104.9373640167364
e59aa562b9f8076dd550fcddf0e73491,84,70,31574.3,2229.67,33803.97,375.8845238095238
1900267e848ceeba8fa32d80c1a5f5a8,529,411,24982.53,8138.06,33120.59,47.22595463137996
9f505651f4a6abe901a56cdc21508025,430,397,26361.82,6030.04,32391.86,61.306558139534886
d1c281d3ae149232351cd8c8cc885f0d,240,215,26942.6,5396.46,32339.06,112.26083333333334
0b90b6df587eb83608a64ea8b390cf07,210,164,28592.32,3615.32,32207.64,136.15390476190476
59b22a78efb79a4797979612b885db36,133,125,27184.5,4897.57,32082.07,204.39473684210526
d23019c84ffae2d5ef2270367b8605fc,39,39,29205.1,2749.74,31954.84,748.848717948718
a3a38f4affed601eb87a97788c949667,263,254,26533.32,5241.95,31775.27,100.88714828897338
8b321bb669392f5163d04c59e235e066,1018,943,17535.69,14156.36,31692.05,17.225628683693518
900ba814c251a692506d7834c1218441,88,88,29099.69,2368.25,31467.94,330.67829545454543
16090f2ca825584b5a147ab24aa30c86,410,402,25716.44,5456.67,31173.11,62.7230243902439
d2374cbcbb3ca4ab1086534108cc3ab7,631,524,21223.92,9593.88,30817.8,33.63537242472266
12b9676b00f60f3b700e83af21824c0e,135,135,26774.0,3568.69,30342.69,198.32592592592593
7e1fb0a3ebfb01ffb3a7dae98bf3238d,174,159,27349.53,2986.4,30335.93,157.1812068965517
897060da8b9a21f655304d50fd935913,430,317,23023.92,6863.55,29887.47,53.544
c003204e1ab016dfa150abc119207b24,202,197,25108.09,4742.8,29850.89,124.29747524752476
b32be1695eb7ec5f10f72d9610a12527,46,45,26874.0,2957.02,29831.02,584.2173913043479
de23c3b98a88888289c6f5cc1209054a,181,164,26399.67,2682.14,29081.81,145.85453038674032
dc4a0fc896dc34b0d5bfec8438291c80,249,231,24180.77,4614.32,28795.09,97.11152610441768
a416b6a846a11724393025641d4edd5e,181,162,25670.72,2999.8,28670.52,141.82718232044198
710e3548e02bc1d2831dfc4f1b5b14d4,142,136,23979.11,3875.96,27855.07,168.8669718309859
1c68394e931a64f90ea236c5ea590300,171,142,24832.75,2896.41,27729.16,145.22076023391813
1a3df491d1c4f1589fc2b934ada68bf2,178,167,23302.7,4291.42,27594.12,130.91404494382022
f62d7bb4a613ec758a03342d46b580b2,32,32,24665.0,2125.59,26790.59,770.78125
b94cc9f10ddc85e4ba73a6f7974e7101,39,39,25346.1,1022.39,26368.49,649.9
7ad32824caee82087b3e2e5f33b1bf32,184,151,22505.1,3545.22,26050.32,122.31032608695652
8f2ce03f928b567e3d56181ae20ae952,175,153,21712.9,3837.11,25550.01,124.07371428571429
729f06993dac8e860d4f02d7088ca48a,115,96,20485.08,4994.57,25479.65,178.13113043478262
f45122a9ab94eb4f3f8953578bc0c560,200,187,22078.29,3325.84,25404.13,110.39145
612170e34b97004b3ba37eae81836b4c,110,107,23065.02,2307.06,25372.08,209.682
b1b3948701c5c72445495bd161b83a4c,18,18,24699.19,486.3,25185.49,1372.1772222222223
8444e55c1f13cd5c179851e5ca5ebd00,109,99,22873.21,2078.06,24951.27,209.8459633027523
2b3e4a2a3ea8e01938cabda2a3e5cc79,54,52,23629.15,905.95,24535.1,437.57685185185187
b37c4c02bda3161a7546a4e6d222d5b2,15,4,24075.0,412.6,24487.6,1605.0
744dac408745240a2c2528fb1b6028f3,84,79,22490.6,1894.42,24385.02,267.7452380952381
06e5eefc71ec47ae763c5c6f8db7064f,95,92,22188.56,2193.28,24381.84,233.5637894736842
85d9eb9ddc5d00ca9336a2219c97bb13,522,509,15415.24,8614.34,24029.58,29.531111111111112
40db9e9aa57f7bb151bcda6b0f9bdbb7,12,12,23168.0,655.99,23823.99,1930.6666666666667
05ff92fedb5be47920fea08e501238b9,62,59,21992.78,1815.39,23808.17,354.72225806451615
0dd184061fb0eaa7ca37932c68ab91c5,193,161,18446.92,5319.5,23766.42,95.579896373057
59fb871bf6f4522a87ba567b42dafecf,128,126,21708.57,2046.19,23754.76,169.598203125
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,20,20,21940.8,1754.4,23695.2,1097.04
00ee68308b45bc5e2660cd833c3f81cc,172,135,20260.0,3180.66,23440.66,117.79069767441861
7b0df942f46435babab05d49b744b2c4,32,32,22600.63,672.15,23272.78,706.2696875
004c9cd9d87a3c30c522c48c4fc07416,170,158,19712.71,3551.23,23263.94,115.95711764705882
f457c46070d02cadd8a68551231220dd,234,199,19093.0,3714.22,22807.22,81.59401709401709
bfd27a966d91cfaafdb25d076585f0da,118,117,19921.0,2724.05,22645.05,168.82203389830508
48162d548f5b1b11b9d29d1e01f75a61,91,68,20510.14,2082.03,22592.17,225.38615384615386
dc317f341ab0e22f39acbd9dbf9b4a1f,58,55,18988.4,3581.73,22570.13,327.3862068965517
44073f8b7e41514de3b7815dd0237f4f,153,144,18729.64,3172.29,21901.93,122.4159477124183
128639473a139ac0f3e5f5ade55873a5,560,533,11908.85,9785.6,21694.45,21.26580357142857
0c8380b62e38e8a1e6adbeba7eb9688c,220,182,17348.79,4107.04,21455.83,78.85813636363636
41b39e28db005d9731d9d485a83b4c38,231,195,17112.55,3930.36,21042.91,74.08030303030303
cd68562d3f44870c08922d380acae552,132,125,18569.7,2207.49,20777.19,140.67954545454546
821fb029fc6e495ca4f08a35d51e53a5,29,28,19187.42,1552.83,20740.25,661.6351724137932
54a1852d1b8f10312c55e906355666ee,204,200,17226.44,3387.96,20614.4,84.44333333333333
7aa4334be125fcdd2ba64b3180029f14,240,217,16234.81,4368.52,20603.33,67.64504166666667
86ccac0b835037332a596a33b6949ee1,210,180,16619.93,3968.67,20588.6,79.14252380952381
fa40cc5b934574b62717c68f3d678b6d,340,307,16055.87,4530.9,20586.77,47.22314705882353
76d64c4aca3a7baf218bf93ef7fa768d,69,64,16911.8,3543.49,20455.29,245.09855072463768
96493fab2fbb13a14d0c0e8772eef5c3,64,63,18969.0,1212.23,20181.23,296.390625
d650b663c3b5f6fb392b6326366efa9a,60,60,19242.9,910.14,20153.04,320.715
2a5b78b41cd05baeac8df54c6606b92c,60,49,19025.36,1107.47,20132.83,317.08933333333334
1e8b33f18b4f7598d87f5cbee2282cc2,140,123,17309.06,2702.24,20011.3,123.63614285714286
527801b552d0077ffd170872eb49683b,92,90,17942.8,2062.56,20005.36,195.0304347826087
c33847515fa6305ce6feb1e818569f13,128,114,15519.85,4374.41,19894.26,121.248828125
4b9750c8ad28220fe6702d4ecb7c898f,222,218,15915.3,3389.8,19305.1,71.69054054054054
9de4643a8dbde634fe55621059d92273,81,72,17560.34,1722.07,19282.41,216.79432098765432
2a84855fd20af891be03bc5924d2b453,168,164,15819.1,3451.51,19270.61,94.16130952380952
79ebd9a61bac3eaf882805ed4ecfa12a,143,136,15092.79,4012.35,19105.14,105.54398601398601
165fc07beebdcb6190fba8a06db2a449,64,50,17481.4,1600.03,19081.43,273.146875
4c2b230173bb36f9b240f2b8ac11786e,346,261,14592.27,4397.57,18989.84,42.17419075144509
a888faf2d1baececa6baf9c3d603ee1f,55,54,17765.8,1121.52,18887.32,323.01454545454544
213b25e6f54661939f11710a6fddb871,194,155,15379.5,3460.46,18839.96,79.27577319587628
c72de06d72748d1a0dfb2125be43ba63,22,21,17522.0,1211.18,18733.18,796.4545454545455
94144541854e298c2d976cb893b81343,76,68,17286.28,1429.37,18715.65,227.45105263157896
ef0ace09169ac090589d85746e3e036f,140,129,16223.3,2315.65,18538.95,115.88071428571429
4a3ccda38b2129705f3fb522db62ca31,78,66,17062.59,1432.34,18494.93,218.75115384615384
0adac9fbd9a2b63cccaac4f8756c1ca8,142,110,15960.95,2499.27,18460.22,112.40105633802817
2138ccb85b11a4ec1e37afbd1c8eda1f,429,396,12357.03,6069.22,18426.25,28.804265734265734
abe42c5d03695b4257b5c6cbf4e6784e,50,50,17159.0,999.23,18158.23,343.18
229c3efbfb0ea2058de4ccdfbc3d784a,148,121,15744.0,2362.57,18106.57,106.37837837837837
1b4c3a6f53068f0b6944d2d005c9fc89,117,113,14760.3,3031.37,17791.67,126.15641025641025
8ae520247981aa06bc94abddf5f46d34,65,65,16320.99,1445.35,17766.34,251.09215384615385
01fdefa7697d26ad920e9e0346d4bd1b,131,129,14921.43,2768.64,17690.07,113.90404580152672
66922902710d126a0e7d26b0e3805106,156,151,14362.3,3218.77,17581.07,92.06602564102565
d921b68bf747894be13a97ae52b0f386,77,77,15645.8,1758.01,17403.81,203.1922077922078
5cf13accae3222c70a9cac40818ae839,156,149,14383.2,3019.27,17402.47,92.2
ce248b21cb2adc36282ede306b7660e5,66,65,15230.06,2066.89,17296.95,230.75848484848484
e5a38146df062edaf55c38afa99e42dc,125,121,15360.07,1894.52,17254.59,122.88056
d94a40fd42351c259927028d163af842,110,101,13823.8,3397.14,17220.94,125.67090909090909
c3acdfac4e3e97ff87529454fbc03642,12,12,16788.0,269.28,17057.28,1399.0
6d66611d7c44cc30ce351abc49a68421,176,166,13593.4,3260.97,16854.37,77.23522727272727
2e90cb1677d35cfe24eef47d441b7c87,137,127,13894.71,2887.45,16782.16,101.4212408759124
669ae81880e08f269a64487cfb287169,186,162,13248.87,3372.59,16621.46,71.23048387096775
f9244d45189d3a3605499abddeade7d5,21,21,15731.43,875.99,16607.42,749.1157142857143
1f1bb1f0859883505541bdd6606193e5,29,27,16040.84,522.03,16562.87,553.1324137931034
3b15288545f8928d3e65a8f949a28291,121,104,14061.79,2451.9,16513.69,116.21314049586776
6061155addc1e54b4cfb51c1c2a32ad8,33,28,15633.4,879.91,16513.31,473.73939393939395
a673821011d0cec28146ea42f5ab767f,146,129,13863.69,2626.45,16490.14,94.9567808219178
75d34ebb1bd0bd7dde40dd507b8169c3,72,62,15048.28,1431.23,16479.51,209.0038888888889
c847e075301870dd144a116762eaff9a,43,42,15348.7,1112.08,16460.78,356.946511627907
a3e9a2c700480d9bb01fba070ba80a0e,144,130,13440.8,2883.09,16323.89,93.33888888888889
cfb1a033743668a192316f3c6d1d2671,184,147,12803.64,3432.56,16236.2,69.585
8e6d7754bc7e0f22c96d255ebda59eba,130,85,14497.27,1715.24,16212.51,111.51746153846153
87b740daf17b5d1be335a64164ec6842,13,13,14699.87,1482.51,16182.38,1130.7592307692307
a5cba26a62b8b4d0145b68b841e62e7f,55,54,14737.84,1382.82,16120.66,267.9607272727273
6edacfd9f9074789dad6d62ba7950b9c,219,208,13147.1,2940.5,16087.6,60.0324200913242
6039e27294dc75811c0d8a39069f52c0,75,64,13670.7,2376.47,16047.17,182.276
1f9ab4708f3056ede07124aad39a2554,79,78,13602.73,2440.78,16043.51,172.18645569620253
440dd6ab244315c632130ecfb63827b1,95,94,13696.9,2096.31,15793.21,144.1778947368421
ac3508719a1d8f5b7614b798f70af136,104,103,12775.84,3016.39,15792.23,122.84461538461538
701938c450705b8ae65fc923b70f35c7,112,75,11983.28,3808.84,15792.12,106.99357142857143
05f51e13da97139648b8125c31e5f51b,63,60,13769.01,2019.29,15788.3,218.5557142857143
530ec6109d11eaaf87999465c6afee01,104,97,12983.81,2656.4,15640.21,124.84432692307692
289cdb325fb7e7f891c38608bf9e0962,126,110,13544.95,2094.34,15639.29,107.49960317460318
b8bc237ba3788b23da09c0f1f3a3288c,47,45,13685.71,1935.45,15621.16,291.1853191489362
a7f13822ceb966b076af67121f87b063,86,75,12477.64,3117.48,15595.12,145.0888372093023
c31eff8334d6b3047ed34bebd4d62c36,123,122,13191.5,2394.55,15586.05,107.2479674796748
080199a181c46c657dc5aa235411be3b,83,79,14504.2,1040.68,15544.88,174.74939759036144
aba1721a889e04decc910aa13b768ef4,92,83,14103.3,1249.17,15352.47,153.2967391304348
431af27f296bc6519d890aa5a05fdb11,125,117,13109.5,2141.35,15250.85,104.876
e2a1ac9bf33e5549a2a4f834e70df2f8,5,5,14999.45,201.11,15200.56,2999.89
c6bda72e4dbf5c5866b13cb1810c6d03,59,59,14059.38,1136.74,15196.12,238.29457627118643
48436dade18ac8b2bce089ec2a041202,151,138,12271.71,2911.93,15183.64,81.26960264900663
cf8ab1616079e2793aa29d524df01bb1,9,9,14391.0,759.37,15150.37,1599.0
2e1c9f22be269ef4643f826c9e650a52,173,167,12687.68,2434.69,15122.37,73.33919075144509
0ea22c1cfbdc755f86b9b54b39c16043,269,237,10711.7,4363.61,15075.31,39.82044609665427
a6bd7d1ccdac48c6b33b28596b7eb122,16,16,14368.61,678.02,15046.63,898.038125
0b35c634521043bf4b47e21547b99ab5,78,51,13533.65,1475.09,15008.74,173.50833333333333
1ca7077d890b907f89be8c954a02686a,137,115,13341.57,1659.86,15001.43,97.38372262773723
9e6229250fedbe05838fef417b74e7fb,78,74,13132.2,1854.45,14986.65,168.36153846153846
00fc707aaaad2d31347cf883cd2dfe10,135,103,12684.9,2285.09,14969.99,93.96222222222222
ef506c96320abeedfb894c34db06f478,340,324,9771.43,5197.0,14968.43,28.7395
d50d79cb34e38265a8649c383dcffd48,70,70,13012.42,1932.26,14944.68,185.89171428571427
e26901d5ab434ce92fd9b5c256820a4e,221,202,11990.9,2947.98,14938.88,54.25746606334842
e8b3a3a38279a82f0e5d006d5e5b7d2c,92,87,13154.7,1761.69,14916.39,142.9858695652174
ce7d1888639e6fb06b2749cbfdac1ff7,84,78,11793.89,3082.65,14876.54,140.4034523809524
813348c996469b40f2e028d5429d3495,202,179,11205.83,3594.6,14800.43,55.47440594059406
2b1a40c1daabc6ca280c4b815c101841,35,23,12732.6,1902.28,14634.88,363.7885714285714
d05ae8f7a5bd1d2a690a44cd079e4e27,81,78,13436.0,1159.43,14595.43,165.87654320987653
f08a5b9dd6767129688d001acafc21e5,18,11,14069.63,496.11,14565.74,781.6461111111112
240b9776d844d37535668549a396af32,36,36,13592.08,860.57,14452.65,377.5577777777778
610f72e407cdd7caaa2f8167b0163fd8,17,16,13585.16,844.29,14429.45,799.1270588235294
34d1ca11b242c0fee2c834ae8d788566,41,40,13422.24,982.04,14404.28,327.3717073170732
0be8ff43f22e456b4e0371b2245e4d01,180,161,11805.5,2579.15,14384.65,65.58611111111111
8d956fec2e4337affcb520f56fd8cbfd,228,211,11015.19,3327.95,14343.14,48.312236842105264
d6b1ce66b035a475f00c017792ff9769,108,92,12277.4,2038.48,14315.88,113.67962962962963
cab85505710c7cb9b720bceb52b01cee,209,206,11389.1,2906.14,14295.24,54.4933014354067
99eaacc9e6046db1c82b163c5f84869f,70,66,13139.17,1135.35,14274.52,187.70242857142858
95e03ca3d4146e4011985981aeb959b9,193,175,11009.96,3233.54,14243.5,57.04642487046632
80e6699fe29150b372a0c8a1ebf7dcc8,100,98,11441.56,2713.34,14154.9,114.4156
ad97a199236354e53fcd91a5a913e9a2,18,17,13205.9,868.8,14074.7,733.6611111111112
ff063b022a9a0aab91bad2c9088760b7,96,94,12076.5,1984.77,14061.27,125.796875
e24fc9fcd865784fb25705606fe3dfe7,56,52,12936.0,1030.71,13966.71,231.0
7202e2ba20579a9bd1acb29e61fe71f6,55,53,12750.5,1165.66,13916.16,231.8272727272727
5a8e7d5003a1f221f9e1d6e411de7c23,181,139,11171.9,2694.29,13866.19,61.723204419889505
8cc6a0e5738e61a87b03c78b2ba9db4b,26,24,13312.4,525.82,13838.22,512.0153846153846
b372ee768ed69e46ca8cdbd267aa7a38,69,63,12630.0,1183.84,13813.84,183.04347826086956
6cd68b3ed6d59aaa9fece558ad360c0a,157,149,11188.57,2529.89,13718.46,71.2647770700637
adbc26658d6c7b4b6219f9d934598091,92,88,11806.4,1885.85,13692.25,128.3304347826087
c66dccfb3f109511246da627dd5a2498,45,45,12708.55,973.7,13682.25,282.4122222222222
c8b0e2b0a7095e5d8219575d5e7e1181,85,84,12170.21,1487.13,13657.34,143.1789411764706
c60b801f2d52c7f7f91de00870882a75,41,41,12913.5,739.39,13652.89,314.9634146341463
056b4ada5bbc2c50cc7842547dda6b51,66,65,12333.39,1306.02,13639.41,186.86954545454546
5d378b73ab7dd6f0418d743e5dcb0bd1,7,7,13243.0,393.28,13636.28,1891.857142857143
6e386f64c84e482f0b9abf960797ee1b,30,30,12938.3,625.36,13563.66,431.27666666666664
70c27847eca8195c983ed7e798c56743,98,77,12077.52,1451.66,13529.18,123.24
1d8dbc4f32378d715c717c1c1fc57bae,98,92,11315.89,2105.16,13421.05,115.46826530612245
25e6ffe976bd75618accfe16cefcbd0d,117,108,11691.61,1705.24,13396.85,99.9282905982906
ed4acab38528488b65a9a9c603ff024a,40,32,12759.45,610.31,13369.76,318.98625
09f952a5f58d2285b0372551ae8f9b01,56,50,11821.5,1524.96,13346.46,211.09821428571428
039e6ad9dae79614493083e241147386,5,5,12925.0,348.42,13273.42,2585.0
c510bc1718f0f2961eaa42a23330681a,13,13,12251.0,960.87,13211.87,942.3846153846154
ca3bd7cd9f149df75950150d010fe4a2,138,71,9731.85,3439.52,13171.37,70.52065217391305
54965bbe3e4f07ae045b90b0b8541f52,86,78,10961.3,2203.54,13164.84,127.45697674418605
23d7c96d4a1160db1c726b248601b25a,55,53,11766.94,1379.58,13146.52,213.94436363636365
d1b65fc7debc3361ea86b5f14c68d2e2,41,40,11703.07,1438.73,13141.8,285.44073170731707
562fc2f2c2863ab7e79a9e4388a58a14,270,260,8814.2,4305.14,13119.34,32.645185185185184
8b8cfc8305aa441e4239358c9f6f2485,15,15,11892.0,1218.7,13110.7,792.8
5058e8c1e82653974541e83690655b4a,78,63,10022.82,3055.11,13077.93,128.49769230769232
1da3aeb70d7989d1e6d9b0e887f97c23,328,265,8823.52,4231.84,13055.36,26.9009756097561
ce27a3cc3c8cc1ea79d11e561e9bebb6,164,135,10682.65,2329.22,13011.87,65.13810975609756
f262cbc1c910c83959f849465454ddd3,207,192,10482.83,2507.02,12989.85,50.64169082125604
66e0557ecc2b4dbea057e93f215f68d8,31,31,12480.0,497.99,12977.99,402.5806451612903
4830e40640734fc1c52cd21127c341d4,219,210,9843.47,3126.55,12970.02,44.94735159817352
7040e82f899a04d1b434b795a43b4617,228,212,9738.2,3217.78,12955.98,42.71140350877193
b499c00f28f4b7069ff6550af8c1348a,187,152,10327.13,2577.95,12905.08,55.22529411764706
b4f8921fcc4ff77b66bea6dda43dcd51,20,18,11395.05,1468.36,12863.41,569.7525
dd2bdf855a9172734fbc3744021ae9b9,113,108,10816.7,2037.18,12853.88,95.72300884955752
ccb83a794700270fde70898fe9ff368b,12,12,11062.0,1723.73,12785.73,921.8333333333334
c9c7905cffc4ef9ff9f113554423e671,139,127,10657.18,2109.53,12766.71,76.67035971223022
fbc14c0cf93505ef89f64665ffa4a7b5,18,18,12227.82,531.11,12758.93,679.3233333333334
f3b80352b986ab4d1057a4b724be19d0,92,87,10505.1,2187.63,12692.73,114.18586956521739
7ea5bfa6c340f58f8e71fc1f0412b0d6,104,98,11002.89,1660.99,12663.88,105.79701923076924
d71d863e5ef30d94e440c11be17dcd8f,36,29,11900.9,754.75,12655.65,330.5805555555556
72c5da29406b4234927b81855e7b64f6,31,31,11798.69,853.78,12652.47,380.6029032258065
1c129092bf23f28a5930387c980c0dfc,220,201,9553.62,3035.67,12589.29,43.42554545454546
c4f7fee5b0db50e87766f5a4d1b1b758,9,8,11961.83,571.77,12533.6,1329.0922222222223
7901646fdd36a55f564ffaf2dbccaaf7,27,22,11857.08,621.75,12478.83,439.1511111111111
82e0a475a88cc9595229d8029273f045,80,42,10930.02,1485.9,12415.92,136.62525
